Date,BIL,BND,DTB3,EFA,RWR,SPY,VBMFX,VNQ,VTI,VXUS
2016-06-09,45.44,80.531,0.25,56.176,90.013,205.76,8.392328262329102,79.857,105.53,44.157
2016-06-10,45.44,80.609,0.25,54.543,89.541,203.78,8.407608032226562,79.483,104.44,42.973
2016-06-13,45.44,80.627,0.27,53.751,89.654,202.24,8.415237426757812,79.501,103.58,42.361
2016-06-14,45.44,80.617,0.27,52.892,89.436,201.83,8.407608032226562,79.295,103.4,41.856
2016-06-15,45.44,80.803,0.26,53.244,90.353,201.55,8.422877311706543,80.046,103.29,42.184
2016-06-16,45.45,80.891,0.27,53.354,90.875,202.16,8.422877311706543,80.494,103.59,42.146
2016-06-17,45.44,80.774,0.26,53.885,90.813,201.41,8.415237426757812,80.365,103.25,42.465
2016-06-20,45.445,80.59,0.28,55.221,90.862,202.72,8.392328262329102,80.421,103.96,43.451
2016-06-21,45.45,80.482,0.27,55.669,91.28,203.28,8.384697914123535,80.783,104.17,43.731
2016-06-22,45.45,80.511,0.27,55.635,91.1,202.96,8.392328262329102,80.652,103.93,43.722
2016-06-23,45.45,80.369,0.3,57.183,91.577,205.59,8.369423866271973,81.069,105.37,44.872
2016-06-24,45.44,80.823,0.26,52.265,90.584,198.11,8.422877311706543,80.358,101.56,41.438
2016-06-27,45.44,81.227,0.27,51.261,90.767,194.67,8.468695640563965,80.405,99.52,40.657
2016-06-28,45.44,81.325,0.26,52.606,92.71,198.18,8.468695640563965,82.081,101.35,41.673
2016-06-29,45.44,81.296,0.26,53.57,93.845,201.54,8.453420639038086,83.095,103.16,42.494
2016-06-30,45.455,81.43,0.26,54.369,94.779,204.31,8.484790802001953,83.955,104.57,43.006
2016-07-01,45.46,81.627,0.27,54.369,94.903,204.66,8.507742881774902,83.985,104.78,43.122
2016-07-05,45.46,81.908,0.28,53.317,95.859,203.26,8.538345336914062,84.912,103.99,42.367
2016-07-06,45.45,82.047,0.27,53.22,95.465,204.48,8.538345336914062,84.562,104.63,42.29
2016-07-07,45.46,81.918,0.29,53.005,94.502,204.34,8.538345336914062,83.672,104.58,42.117
2016-07-08,45.45,82.13,0.27,53.813,96.042,207.42,8.553647994995117,85.026,106.21,42.841
2016-07-11,45.455,81.889,0.31,54.612,96.782,208.13,8.530694007873535,85.566,106.64,43.383
2016-07-12,45.44,81.558,0.29,55.342,96.782,209.63,8.500090599060059,85.583,107.54,43.964
2016-07-13,45.45,81.705,0.31,55.314,97.314,209.6,8.52304744720459,86.059,107.48,43.954
2016-07-14,45.46,81.578,0.31,55.761,96.484,210.77,8.500090599060059,85.291,108.0,44.312
2016-07-15,45.45,81.32,0.31,55.469,96.484,210.5,8.477144241333008,85.319,107.88,44.147
2016-07-18,45.45,81.348,0.32,55.615,96.657,211.06,8.477144241333008,85.547,108.19,44.302
2016-07-19,45.46,81.471,0.31,55.177,97.205,210.84,8.492440223693848,85.963,107.97,43.895
2016-07-20,45.46,81.386,0.32,55.674,97.214,211.7,8.477144241333008,85.972,108.54,44.244
2016-07-21,45.46,81.481,0.31,55.45,97.441,210.92,8.484790802001953,86.143,108.12,44.204
2016-07-22,45.46,81.491,0.32,55.557,98.344,211.86,8.484790802001953,86.9,108.63,44.273
2016-07-25,45.45,81.442,0.32,55.489,98.216,211.29,8.477144241333008,86.739,108.35,44.127
2016-07-26,45.45,81.434,0.31,55.722,97.656,211.39,8.477144241333008,86.314,108.46,44.312
2016-07-27,45.46,81.677,0.31,55.927,96.753,211.17,8.507742881774902,85.642,108.34,44.524
2016-07-28,45.45,81.627,0.25,55.869,97.538,211.41,8.500090599060059,86.437,108.47,44.515
2016-07-29,45.45,81.889,0.27,56.526,98.939,211.74,8.539192199707031,87.534,108.73,44.949
2016-08-01,45.45,81.682,0.29,56.166,99.138,211.57,8.523860931396484,87.724,108.58,44.737
2016-08-02,45.46,81.553,0.29,55.888,97.626,210.22,8.50085735321045,86.323,107.76,44.563
2016-08-03,45.45,81.553,0.28,55.684,97.108,210.83,8.50085735321045,85.821,108.17,44.485
2016-08-04,45.45,81.701,0.26,56.005,96.753,211.06,8.523860931396484,85.471,108.29,44.727
2016-08-05,45.45,81.429,0.27,56.258,96.936,212.79,8.485526084899902,85.529,109.18,44.931
2016-08-08,45.45,81.438,0.31,56.376,97.176,212.66,8.493194580078125,85.678,109.12,45.095
2016-08-09,45.45,81.672,0.29,56.823,97.636,212.79,8.516191482543945,86.143,109.21,45.443
2016-08-10,45.45,81.778,0.28,57.018,97.46,212.26,8.523860931396484,86.049,108.89,45.53
2016-08-11,45.45,81.563,0.28,57.427,96.263,213.24,8.50085735321045,85.073,109.44,45.897
2016-08-12,45.45,81.749,0.28,57.281,96.638,213.06,8.523860931396484,85.434,109.33,45.732
2016-08-15,45.45,81.613,0.31,57.515,96.647,213.66,8.50085735321045,85.347,109.73,45.984
2016-08-16,45.45,81.563,0.27,57.418,95.475,212.57,8.50085735321045,84.324,109.11,45.85
2016-08-17,45.45,81.701,0.3,57.408,95.821,212.97,8.508527755737305,84.666,109.25,45.85
2016-08-18,45.46,81.788,0.29,57.69,95.744,213.44,8.516191482543945,84.353,109.59,46.066
2016-08-19,45.45,81.622,0.29,57.261,94.96,213.14,8.50085735321045,83.813,109.43,45.781
2016-08-22,45.45,81.739,0.29,57.32,95.398,213.13,8.516191482543945,84.269,109.46,45.723
2016-08-23,45.45,81.778,0.3,57.563,95.465,213.54,8.516191482543945,84.316,109.75,45.859
2016-08-24,45.46,81.768,0.31,57.427,95.008,212.47,8.516191482543945,83.946,109.14,45.752
2016-08-25,45.45,81.682,0.33,57.193,95.542,212.32,8.508527755737305,84.324,109.07,45.666
2016-08-26,45.45,81.476,0.33,56.852,94.655,211.91,8.485526084899902,83.492,108.84,45.337
2016-08-29,45.46,81.759,0.33,57.028,95.618,212.96,8.516191482543945,84.316,109.44,45.511
2016-08-30,45.46,81.692,0.33,56.949,95.447,212.61,8.508527755737305,84.155,109.26,45.384
2016-08-31,45.46,81.642,0.33,56.813,95.532,212.0,8.524652481079102,84.239,108.95,45.153
2016-09-01,45.46,81.745,0.33,57.242,95.36,212.01,8.524652481079102,84.032,109.01,45.443
2016-09-02,45.47,81.628,0.32,57.885,96.098,212.97,8.509295463562012,84.76,109.58,45.964
2016-09-06,45.465,81.87,0.32,58.275,96.638,213.6,8.540018081665039,85.414,109.87,46.439
2016-09-07,45.46,81.88,0.34,58.303,97.205,213.58,8.540018081665039,85.926,110.02,46.477
2016-09-08,45.46,81.551,0.34,58.138,95.965,213.11,8.509295463562012,84.875,109.74,46.429
2016-09-09,45.47,81.211,0.34,57.008,92.281,208.01,8.470897674560547,81.512,107.03,45.394
2016-09-12,45.46,81.24,0.37,57.476,93.405,210.99,8.470897674560547,82.478,108.49,45.772
2016-09-13,45.46,81.036,0.36,56.307,91.051,207.96,8.447855949401855,80.38,106.83,44.685
2016-09-14,45.46,81.113,0.33,56.239,91.376,207.88,8.455535888671875,80.666,106.81,44.685
2016-09-15,45.46,81.182,0.29,56.726,91.72,209.95,8.455535888671875,80.971,107.92,45.133
2016-09-16,45.46,81.25,0.29,55.996,91.699,209.14,8.463212013244629,81.008,107.48,44.638
2016-09-19,45.46,81.192,0.3,56.287,92.497,209.18,8.455535888671875,81.743,107.64,44.948
2016-09-20,45.46,81.211,0.3,56.628,92.477,209.19,8.463212013244629,81.619,107.59,45.085
2016-09-21,45.46,81.443,0.22,57.621,93.602,211.54,8.478570938110352,82.667,108.82,45.989
2016-09-22,45.47,81.609,0.18,58.206,95.292,212.88,8.49393081665039,84.145,109.62,46.418
2016-09-23,45.47,81.589,0.18,57.719,95.581,211.7,8.49393081665039,84.403,108.99,45.94
2016-09-26,45.47,81.725,0.25,57.183,95.802,209.99,8.509295463562012,84.602,108.14,45.513
2016-09-27,45.46,81.824,0.26,57.456,94.802,211.3,8.516973495483398,83.707,108.75,45.795
2016-09-28,45.46,81.824,0.27,57.865,95.532,212.35,8.516973495483398,84.394,109.38,46.22
2016-09-29,45.46,81.834,0.26,57.144,94.206,210.43,8.524652481079102,83.268,108.32,45.654
2016-09-30,45.47,81.725,0.28,57.593,93.562,212.01,8.51772689819336,82.697,109.17,45.911
2016-10-03,45.46,81.638,0.32,57.436,91.718,211.5,8.510037422180176,81.152,108.83,45.882
2016-10-04,45.47,81.366,0.33,57.427,90.478,210.43,8.48695182800293,80.046,108.35,45.717
2016-10-05,45.47,81.23,0.32,57.661,88.768,211.36,8.47925853729248,78.425,108.76,46.048
2016-10-06,45.47,81.201,0.32,57.349,88.864,211.5,8.4638671875,78.453,108.8,45.854
2016-10-07,45.47,81.27,0.32,57.057,88.653,210.78,8.471558570861816,78.32,108.4,45.561
2016-10-11,45.46,81.055,0.35,56.414,88.326,209.2,8.44847583770752,78.044,107.53,45.045
2016-10-12,45.47,81.102,0.36,56.287,89.325,209.47,8.456171989440918,78.94,107.66,44.988
2016-10-13,45.46,81.201,0.29,56.073,89.892,208.79,8.4638671875,79.559,107.27,44.803
2016-10-14,45.46,81.035,0.31,56.171,89.555,208.9,8.440783500671387,79.208,107.24,44.881
2016-10-17,45.46,81.211,0.34,56.005,89.68,208.18,8.456171989440918,79.378,106.94,44.793
2016-10-18,45.46,81.319,0.34,56.561,90.228,209.47,8.4638671875,79.884,107.57,45.328
2016-10-19,45.47,81.376,0.34,56.716,90.43,210.03,8.471558570861816,80.056,107.92,45.484
2016-10-20,45.46,81.328,0.34,56.804,90.17,209.64,8.471558570861816,79.874,107.71,45.435
2016-10-21,45.46,81.394,0.33,56.677,89.835,209.74,8.471558570861816,79.579,107.67,45.405
2016-10-24,45.46,81.28,0.33,56.667,90.026,210.63,8.4638671875,79.76,108.21,45.455
2016-10-25,45.46,81.28,0.34,56.628,89.787,209.93,8.4638671875,79.617,107.75,45.405
2016-10-26,45.47,81.132,0.33,56.376,88.709,209.5,8.44847583770752,78.577,107.42,45.153
2016-10-27,45.46,80.909,0.29,56.307,86.529,208.95,8.425395011901855,76.519,107.05,45.045
2016-10-28,45.47,80.871,0.29,56.287,86.779,208.32,8.425395011901855,76.699,106.7,44.997
2016-10-31,45.48,80.955,0.34,56.316,88.268,208.33,8.449294090270996,77.949,106.77,45.035
2016-11-01,45.47,80.93,0.35,56.073,86.375,206.83,8.449294090270996,76.252,105.99,44.861
2016-11-02,45.48,81.008,0.36,55.694,85.222,205.58,8.45700454711914,75.136,105.24,44.481
2016-11-03,45.47,80.958,0.37,55.635,84.731,204.65,8.449294090270996,74.554,104.79,44.442
2016-11-04,45.48,81.105,0.37,55.099,85.299,204.42,8.464706420898438,75.145,104.72,44.016
2016-11-07,45.47,80.998,0.41,55.859,86.624,208.93,8.441585540771484,76.461,107.02,44.851
2016-11-08,45.48,80.853,0.43,56.014,87.154,209.87,8.426167488098145,76.861,107.49,44.997
2016-11-09,45.46,80.053,0.44,56.064,85.846,212.09,8.341361999511719,75.7,108.82,44.695
2016-11-10,45.46,79.711,0.47,55.907,84.751,212.63,8.310525894165039,74.43,109.2,44.404
2016-11-14,45.46,79.263,0.54,55.265,87.451,212.3,8.264272689819336,76.652,109.53,43.675
2016-11-15,45.47,79.37,0.5,55.509,86.509,213.95,8.27198314666748,76.013,110.39,44.102
2016-11-16,45.47,79.535,0.46,54.924,86.203,213.54,8.287403106689453,75.794,110.23,43.646
2016-11-17,45.48,79.215,0.43,55.342,85.338,214.66,8.256563186645508,75.021,110.79,43.918
2016-11-18,45.47,79.019,0.43,54.739,85.471,214.17,8.233434677124023,75.24,110.59,43.538
2016-11-21,45.46,79.009,0.46,55.206,85.125,215.78,8.233434677124023,75.012,111.4,43.937
2016-11-22,45.46,79.077,0.48,55.342,86.539,216.21,8.233434677124023,76.327,111.73,44.151
2016-11-23,45.46,78.873,0.5,55.147,86.183,216.33,8.21802043914795,76.004,111.89,43.947
2016-11-25,45.47,78.902,0.48,55.314,86.624,217.14,8.210309982299805,76.441,112.33,44.121
2016-11-28,45.46,79.087,0.48,55.021,87.154,216.11,8.24114990234375,76.795,111.67,43.957
2016-11-29,45.46,79.147,0.48,55.372,87.865,216.54,8.24885368347168,77.529,111.83,44.171
2016-11-30,45.46,78.873,0.48,55.314,87.075,216.01,8.225678443908691,76.642,111.56,44.121
2016-12-01,45.481,78.58,0.47,55.099,85.865,215.22,8.210237503051758,75.516,111.11,44.016
2016-12-02,45.471,78.863,0.48,55.235,86.702,215.32,8.233407020568848,76.271,111.11,44.131
2016-12-05,45.471,78.961,0.49,55.781,87.364,216.63,8.225678443908691,76.833,111.88,44.481
2016-12-06,45.481,78.952,0.49,56.161,87.96,217.31,8.233407020568848,77.329,112.46,44.715
2016-12-07,45.481,79.138,0.51,56.998,89.777,220.14,8.256579399108887,78.873,113.84,45.357
2016-12-08,45.481,78.98,0.5,56.949,90.238,220.69,8.233407020568848,79.416,114.26,45.386
2016-12-09,45.481,78.746,0.53,57.193,90.065,222.01,8.2025146484375,79.33,114.88,45.523
2016-12-12,45.471,78.659,0.51,56.94,90.699,221.76,8.2025146484375,79.855,114.58,45.259
2016-12-13,45.481,78.746,0.54,57.553,90.67,223.26,8.210237503051758,79.817,115.26,45.707
2016-12-14,45.481,78.345,0.54,56.706,88.729,221.41,8.163890838623047,78.072,114.21,44.881
2016-12-15,45.481,78.23,0.5,56.579,88.326,222.31,8.148442268371582,77.614,114.68,44.851
2016-12-16,45.471,78.297,0.5,56.619,89.78,221.88,8.156170845031738,78.778,114.51,44.764
2016-12-19,45.481,78.501,0.52,56.531,90.513,222.36,8.179340362548828,79.627,114.83,44.715
2016-12-20,45.471,78.511,0.52,56.726,90.708,223.23,8.171621322631836,79.807,115.33,44.852
2016-12-21,45.481,78.63,0.51,56.742,89.32,222.6,8.187082290649414,78.597,115.0,44.784
2016-12-22,45.471,78.575,0.5,56.614,89.173,222.21,8.187082290649414,78.465,114.7,44.569
2016-12-23,45.471,78.615,0.51,56.761,89.34,222.54,8.187082290649414,78.67,114.88,44.695
2016-12-27,45.481,78.556,0.51,56.692,89.497,223.1,8.179348945617676,78.834,115.17,44.705
2016-12-28,45.48,78.752,0.52,56.476,88.958,221.26,8.202539443969727,78.358,114.2,44.675
2016-12-29,45.49,78.967,0.46,56.614,90.014,221.21,8.218002319335938,79.331,114.21,44.922
2016-12-30,45.47,79.135,0.5,56.811,91.216,220.39,8.249764442443848,80.334,113.78,44.999
2017-01-03,45.49,79.145,0.53,57.165,91.401,222.07,8.249764442443848,80.596,114.66,45.323
2017-01-04,45.49,79.203,0.52,57.814,92.711,223.41,8.25750732421875,81.774,115.53,45.794
2017-01-05,45.48,79.605,0.51,58.306,92.926,223.23,8.296236038208008,82.038,115.32,46.166
2017-01-06,45.49,79.291,0.52,58.109,93.033,224.02,8.265259742736816,82.047,115.66,46.069
2017-01-09,45.49,79.486,0.5,58.021,92.105,223.29,8.28848934173584,81.307,115.24,45.98
2017-01-10,45.48,79.466,0.51,58.031,91.149,223.29,8.280742645263672,80.616,115.33,46.059
2017-01-11,45.49,79.505,0.51,58.336,90.425,223.91,8.28848934173584,80.12,115.67,46.403
2017-01-12,45.49,79.525,0.51,58.424,90.875,223.36,8.28848934173584,80.529,115.38,46.47
2017-01-13,45.49,79.398,0.52,58.641,90.727,223.86,8.273005485534668,80.412,115.65,46.608
2017-01-17,45.49,79.644,0.54,58.424,91.383,223.08,8.303987503051758,81.035,115.16,46.49
2017-01-18,45.48,79.232,0.52,58.257,91.608,223.57,8.25750732421875,81.172,115.42,46.245
2017-01-19,45.48,79.095,0.51,58.109,90.63,222.74,8.24201488494873,80.344,114.97,46.196
2017-01-20,45.49,79.155,0.49,58.444,91.333,223.56,8.249764442443848,80.928,115.36,46.393
2017-01-23,45.48,79.368,0.51,58.592,92.057,222.98,8.273005485534668,81.61,115.06,46.608
2017-01-24,45.48,79.251,0.5,58.739,91.939,224.4,8.249764442443848,81.629,115.94,46.794
2017-01-25,45.49,79.016,0.49,59.349,91.294,226.35,8.226523399353027,81.093,116.95,47.285
2017-01-26,45.5,79.045,0.5,59.113,91.129,226.11,8.234267234802246,80.938,116.78,47.123
2017-01-27,45.48,79.135,0.51,59.015,90.19,225.75,8.24201488494873,80.15,116.59,47.03
2017-01-30,45.5,79.115,0.51,58.592,89.564,224.35,8.24201488494873,79.605,115.79,46.726
2017-01-31,45.49,79.281,0.52,58.68,90.346,224.33,8.273837089538574,80.178,115.89,46.833
2017-02-01,45.493,79.143,0.5,58.916,89.125,224.42,8.258316040039062,79.216,115.88,46.991
2017-02-02,45.493,79.192,0.51,58.946,90.22,224.57,8.258316040039062,80.16,115.96,47.05
2017-02-03,45.483,79.211,0.5,59.182,90.65,226.12,8.266079902648926,80.596,116.85,47.265
2017-02-06,45.503,79.455,0.53,58.759,90.532,225.71,8.289363861083984,80.461,116.57,46.991
2017-02-07,45.503,79.584,0.53,58.7,90.112,225.72,8.297120094299316,80.178,116.56,46.942
2017-02-08,45.503,79.799,0.53,58.798,90.884,226.02,8.320409774780273,80.811,116.69,47.088
2017-02-09,45.498,79.584,0.53,59.044,91.069,227.37,8.289363861083984,81.005,117.47,47.216
2017-02-10,45.493,79.564,0.54,59.182,91.715,228.26,8.289363861083984,81.58,117.94,47.471
2017-02-13,45.493,79.474,0.52,59.418,91.744,229.51,8.28160285949707,81.61,118.54,47.658
2017-02-14,45.503,79.309,0.54,59.33,91.284,230.42,8.266079902648926,81.181,118.98,47.619
2017-02-15,45.493,79.182,0.53,59.556,90.923,231.62,8.2505521774292,80.908,119.64,47.884
2017-02-16,45.493,79.328,0.52,59.694,91.509,231.43,8.273837089538574,81.385,119.53,47.923
2017-02-17,45.503,79.514,0.52,59.536,91.792,231.78,8.28160285949707,81.541,119.71,47.716
2017-02-21,45.493,79.504,0.53,59.733,92.965,233.18,8.28160285949707,82.582,120.4,47.992
2017-02-22,45.493,79.554,0.52,59.733,92.633,232.97,8.289363861083984,82.31,120.24,48.0
2017-02-23,45.493,79.7,0.51,59.861,93.141,233.13,8.297120094299316,82.738,120.15,48.05
2017-02-24,45.493,79.995,0.51,59.428,93.454,233.42,8.328168869018555,83.128,120.35,47.668
2017-02-27,45.493,79.829,0.5,59.467,94.05,233.77,8.30488109588623,83.566,120.62,47.638
2017-02-28,45.513,79.77,0.53,59.379,93.484,233.16,8.328210830688477,82.991,120.17,47.461
2017-03-01,45.495,79.443,0.62,59.999,93.131,236.41,8.281559944152832,82.738,121.81,48.01
2017-03-02,45.495,79.296,0.66,59.605,92.731,234.93,8.273780822753906,82.291,121.02,47.599
2017-03-03,45.505,79.355,0.7,59.96,92.291,235.08,8.273780822753906,81.969,121.12,47.834
2017-03-06,45.515,79.306,0.73,59.773,91.861,234.37,8.26600170135498,81.6,120.64,47.716
2017-03-07,45.495,79.16,0.75,59.566,91.49,233.67,8.25822925567627,81.21,120.25,47.609
2017-03-08,45.495,78.971,0.72,59.349,90.034,233.25,8.234902381896973,79.711,119.93,47.325
2017-03-09,45.495,78.727,0.72,59.576,88.48,233.54,8.211572647094727,78.514,119.98,47.383
2017-03-10,45.505,78.882,0.73,60.078,88.109,234.35,8.219345092773438,78.271,120.41,47.824
2017-03-13,45.495,78.727,0.78,60.393,88.216,234.47,8.2037992477417,78.465,120.5,48.089
2017-03-14,45.495,78.717,0.77,59.93,88.187,233.58,8.211572647094727,78.445,120.07,47.755
2017-03-15,45.505,79.208,0.72,60.786,90.053,235.6,8.250452995300293,80.032,121.16,48.531
2017-03-16,45.515,79.09,0.72,61.081,89.926,235.14,8.242676734924316,79.877,121.01,48.816
2017-03-17,45.515,79.246,0.72,61.239,90.288,234.72,8.25822925567627,80.247,120.94,48.806
2017-03-20,45.505,79.404,0.75,61.111,90.102,234.46,8.273780822753906,80.178,120.65,48.904
2017-03-21,45.515,79.592,0.76,60.835,89.757,231.46,8.28933048248291,79.828,118.97,48.56
2017-03-22,45.515,79.699,0.76,60.845,89.639,231.99,8.297110557556152,79.784,119.13,48.648
2017-03-23,45.505,79.661,0.75,60.983,90.387,231.74,8.28933048248291,80.372,119.09,48.756
2017-03-24,45.515,79.641,0.77,61.15,90.249,231.58,8.297110557556152,80.284,119.1,48.933
2017-03-27,45.515,79.807,0.77,61.308,89.354,231.35,8.312654495239258,79.558,118.96,49.003
2017-03-28,45.515,79.661,0.77,61.603,89.806,233.03,8.28933048248291,79.902,119.8,49.16
2017-03-29,45.515,79.817,0.77,61.603,90.102,233.25,8.304885864257812,80.353,120.01,49.218
2017-03-30,45.515,79.69,0.77,61.386,90.259,233.98,8.28933048248291,80.499,120.45,49.022
2017-03-31,45.505,79.738,0.75,61.298,90.771,233.45,8.322062492370605,80.98,120.24,48.884
2017-04-03,45.509,80.028,0.78,61.209,91.065,233.04,8.345436096191406,81.215,119.96,48.874
2017-04-04,45.509,79.939,0.78,61.19,90.997,233.19,8.337645530700684,81.215,120.01,48.914
2017-04-05,45.509,80.008,0.79,60.865,91.115,232.49,8.345436096191406,81.333,119.53,48.697
2017-04-06,45.509,80.038,0.78,60.875,91.626,233.15,8.345436096191406,81.764,119.91,48.697
2017-04-07,45.509,79.86,0.81,60.835,91.665,232.91,8.322062492370605,81.882,119.82,48.648
2017-04-10,45.509,79.939,0.81,60.766,92.393,233.05,8.329852104187012,82.392,119.97,48.609
2017-04-11,45.519,80.195,0.81,61.052,92.994,232.77,8.361017227172852,82.96,119.93,48.746
2017-04-12,45.509,80.383,0.8,61.003,92.767,231.74,8.376603126525879,82.814,119.31,48.756
2017-04-13,45.519,80.501,0.8,60.609,92.561,230.24,8.392187118530273,82.628,118.49,48.48
2017-04-17,45.519,80.451,0.82,60.983,93.712,232.28,8.384400367736816,83.627,119.53,48.874
2017-04-18,45.529,80.738,0.81,60.707,93.968,231.59,8.415563583374023,83.853,119.27,48.54
2017-04-19,45.529,80.591,0.8,60.461,93.77,231.17,8.399978637695312,83.735,119.17,48.323
2017-04-20,45.529,80.481,0.78,60.944,93.732,233.05,8.384400367736816,83.745,120.14,48.766
2017-04-21,45.529,80.501,0.78,60.983,93.368,232.3,8.384400367736816,83.441,119.77,48.746
2017-04-24,45.519,80.393,0.8,62.528,92.315,234.86,8.36881160736084,82.52,121.03,49.779
2017-04-25,45.519,80.146,0.81,62.971,92.738,236.22,8.345436096191406,82.862,121.79,50.075
2017-04-26,45.529,80.225,0.82,62.794,91.843,236.07,8.353230476379395,82.245,121.82,49.923
2017-04-27,45.519,80.284,0.8,62.853,91.499,236.27,8.361017227172852,82.029,121.94,49.888
2017-04-28,45.539,80.373,0.79,62.784,90.583,235.75,8.385223388671875,81.176,121.53,49.888
2017-05-01,45.536,80.223,0.82,63.04,91.233,236.35,8.369609832763672,81.657,121.85,50.115
2017-05-02,45.526,80.361,0.81,63.364,91.085,236.44,8.377413749694824,81.519,121.85,50.409
2017-05-03,45.526,80.272,0.84,63.236,89.846,236.15,8.369609832763672,80.431,121.55,50.262
2017-05-04,45.536,80.183,0.84,63.837,89.846,236.43,8.361802101135254,80.039,121.64,50.39
2017-05-05,45.526,80.233,0.88,64.545,90.416,237.37,8.361802101135254,80.793,122.24,50.871
2017-05-08,45.536,80.095,0.9,64.063,89.836,237.33,8.346186637878418,80.225,122.06,50.606
2017-05-09,45.536,80.055,0.9,63.906,89.334,237.11,8.346186637878418,79.794,122.02,50.577
2017-05-10,45.546,80.045,0.89,64.004,90.141,237.54,8.33838176727295,80.421,122.28,50.744
2017-05-11,45.546,80.105,0.87,63.847,89.708,237.05,8.346186637878418,80.019,121.93,50.636
2017-05-12,45.536,80.341,0.86,64.201,89.196,236.65,8.377413749694824,79.696,121.69,50.901
2017-05-15,45.546,80.321,0.89,64.526,89.413,237.95,8.369609832763672,79.931,122.34,51.255
2017-05-16,45.546,80.4,0.89,64.939,88.744,237.73,8.377413749694824,79.392,122.27,51.452
2017-05-17,45.556,80.835,0.89,64.201,89.206,233.53,8.424260139465332,79.715,120.07,50.773
2017-05-18,45.556,80.766,0.91,64.309,89.777,234.46,8.416449546813965,80.157,120.42,50.656
2017-05-19,45.546,80.815,0.9,65.057,90.318,235.98,8.416449546813965,80.588,121.29,51.354
2017-05-22,45.556,80.747,0.92,65.136,90.505,237.19,8.408642768859863,80.901,121.94,51.422
2017-05-23,45.556,80.579,0.91,65.146,90.691,237.71,8.393033981323242,80.971,122.14,51.422
2017-05-24,45.546,80.747,0.92,65.185,91.311,238.26,8.408642768859863,81.627,122.49,51.521
2017-05-25,45.556,80.747,0.92,65.185,91.301,239.41,8.408642768859863,81.637,123.01,51.541
2017-05-26,45.566,80.786,0.92,64.998,90.525,239.36,8.408642768859863,81.049,122.99,51.492
2017-05-30,45.546,80.903,0.92,64.929,89.924,239.15,8.424260139465332,80.539,122.79,51.384
2017-05-31,45.546,80.943,0.96,65.008,90.013,239.09,8.441472053527832,80.588,122.75,51.364
2017-06-01,45.563,80.965,0.96,65.431,90.426,240.99,8.441472053527832,81.009,123.9,51.748
2017-06-02,45.553,81.233,0.96,66.149,91.263,241.78,8.464948654174805,81.843,124.31,52.19
2017-06-05,45.563,81.104,0.95,65.785,91.017,241.62,8.45711612701416,81.49,124.15,51.983
2017-06-06,45.553,81.253,0.96,65.598,90.573,240.84,8.472768783569336,81.097,123.83,51.875
2017-06-07,45.573,81.144,0.98,65.618,91.263,241.29,8.45711612701416,81.666,123.97,51.88
2017-06-08,45.563,81.084,0.99,65.5,91.145,241.41,8.449295043945312,81.47,124.19,51.846
2017-06-09,45.573,81.015,0.99,65.254,91.783,241.04,8.441472053527832,82.039,124.09,51.609
2017-06-12,45.563,80.995,0.97,65.008,92.669,240.99,8.441472053527832,82.774,124.07,51.432
2017-06-13,45.573,81.015,0.99,65.51,92.876,242.16,8.441472053527832,82.96,124.68,51.856
2017-06-14,45.563,81.312,0.99,65.46,93.062,241.85,8.472768783569336,83.078,124.5,51.786
2017-06-15,45.563,81.224,1.0,64.781,93.594,241.4,8.464948654174805,83.5,124.23,51.275
2017-06-16,45.583,81.312,1.01,65.333,93.355,241.45,8.464948654174805,83.284,124.15,51.639
2017-06-19,45.573,81.194,1.01,65.598,93.295,243.46,8.45711612701416,83.294,125.15,51.866
2017-06-20,45.573,81.312,1.0,65.07,93.057,241.81,8.472768783569336,83.098,124.31,51.364
2017-06-21,45.583,81.352,0.97,64.99,92.948,241.76,8.472768783569336,82.932,124.16,51.28
2017-06-22,45.593,81.38,0.94,64.98,92.978,241.65,8.472768783569336,83.01,124.21,51.459
2017-06-23,45.583,81.4,0.95,65.14,93.335,241.93,8.480588912963867,83.298,124.52,51.589
2017-06-26,45.573,81.49,0.98,65.25,93.742,242.09,8.480588912963867,83.892,124.61,51.738
2017-06-27,45.573,81.214,0.99,65.24,93.097,240.14,8.45711612701416,83.139,123.58,51.618
2017-06-28,45.593,81.214,1.0,65.81,93.246,242.29,8.45711612701416,83.337,124.75,52.116
2017-06-29,45.583,81.045,1.02,65.16,92.412,240.16,8.433647155761719,82.387,123.75,51.579
2017-06-30,45.593,80.985,1.01,65.2,92.234,240.61,8.44305419921875,82.387,123.92,51.688
2017-07-03,45.598,80.827,1.04,65.12,93.672,241.02,8.427376747131348,83.436,124.22,51.728
2017-07-05,45.588,80.877,1.03,65.12,92.254,241.58,8.427376747131348,82.258,124.36,51.688
2017-07-06,45.598,80.688,1.02,64.83,90.448,239.37,8.419535636901855,80.714,123.13,51.365
2017-07-07,45.598,80.668,1.03,64.84,90.895,240.92,8.41169548034668,81.17,123.99,51.439
2017-07-10,45.598,80.708,1.03,65.0,89.962,241.18,8.41169548034668,80.427,124.08,51.598
2017-07-11,45.598,80.788,1.03,65.15,89.823,241.0,8.419535636901855,80.338,124.05,51.777
2017-07-12,45.588,80.975,1.03,65.67,90.795,242.81,8.44305419921875,81.328,124.93,52.275
