Date,BIL,BND,DTB3,EFA,RWR,SPY,VBMFX,VNQ,VTI,VXUS
2015-05-07,45.45,77.217,0.01,61.524,81.201,198.42,8.05555248260498,71.202,102.95,48.652
2015-05-08,45.46,77.426,0.01,62.947,82.486,201.03,8.070412635803223,72.197,104.27,49.61
2015-05-11,45.45,77.018,0.02,62.398,81.091,200.07,8.025823593139648,71.111,103.81,49.21
2015-05-12,45.46,76.93,0.03,62.363,81.364,199.46,8.025823593139648,71.327,103.52,49.174
2015-05-13,45.46,76.891,0.02,62.826,80.618,199.5,8.01839542388916,70.645,103.58,49.443
2015-05-14,45.45,77.038,0.01,63.58,82.191,201.57,8.03325366973877,72.008,104.61,50.03
2015-05-15,45.45,77.351,0.02,63.655,82.966,201.8,8.070412635803223,72.745,104.74,50.168
2015-05-18,45.45,77.064,0.02,63.44,82.721,202.43,8.040688514709473,72.558,105.1,49.928
2015-05-19,45.45,76.9,0.02,63.199,82.456,202.36,8.010969161987305,72.306,105.05,49.787
2015-05-20,45.45,76.9,0.02,63.32,82.357,202.22,8.01839542388916,72.244,104.99,49.853
2015-05-21,45.46,77.139,0.02,63.655,81.919,202.82,8.048118591308594,71.902,105.26,50.056
2015-05-22,45.46,77.093,0.02,63.245,81.919,202.32,8.03325366973877,71.812,105.05,49.824
2015-05-26,45.46,77.284,0.02,62.11,81.262,200.16,8.062984466552734,71.265,103.97,48.979
2015-05-27,45.46,77.321,0.01,62.714,82.139,202.04,8.062984466552734,71.966,104.91,49.351
2015-05-28,45.45,77.331,0.01,62.603,81.892,201.82,8.062984466552734,71.822,104.85,49.118
2015-05-29,45.45,77.36,0.01,61.999,80.981,200.57,8.078619003295898,70.997,104.13,48.634
2015-06-01,45.45,77.099,0.02,61.831,82.038,200.98,8.056280136108398,71.866,104.38,48.485
2015-06-02,45.46,76.886,0.01,62.12,81.201,200.79,8.026501655578613,71.202,104.32,48.756
2015-06-03,45.46,76.543,0.02,62.465,80.081,201.31,7.989274978637695,70.18,104.68,48.912
2015-06-04,45.45,76.732,0.02,61.795,79.924,199.61,8.011606216430664,70.044,103.82,48.336
2015-06-05,45.45,76.434,0.03,61.059,79.017,199.26,7.9743804931640625,69.265,103.74,47.918
2015-06-08,45.44,76.527,0.02,60.974,78.853,198.05,7.981826782226562,69.139,103.1,47.816
2015-06-09,45.44,76.302,0.02,60.641,78.315,198.02,7.966934680938721,68.636,103.01,47.593
2015-06-10,45.45,76.137,0.02,61.915,78.916,200.39,7.944592475891113,69.121,104.29,48.475
2015-06-11,45.46,76.499,0.01,62.083,79.452,201.04,7.981826782226562,69.542,104.58,48.541
2015-06-12,45.45,76.444,0.02,61.589,79.298,199.49,7.9743804931640625,69.48,103.88,48.225
2015-06-15,45.46,76.454,0.02,61.217,78.897,198.65,7.981826782226562,69.104,103.42,47.9
2015-06-16,45.44,76.648,0.01,61.198,79.608,199.72,7.996716022491455,69.66,103.98,47.909
2015-06-17,45.46,76.675,0.01,61.059,80.255,200.05,7.996716022491455,70.252,104.16,47.871
2015-06-18,45.44,76.618,0.01,61.609,81.401,202.12,7.989274978637695,71.219,105.17,48.308
2015-06-19,45.44,76.837,0.01,61.459,80.587,201.24,8.011606216430664,70.673,104.74,48.085
2015-06-22,45.45,76.471,0.01,62.621,79.861,202.26,7.9743804931640625,69.947,105.36,48.912
2015-06-23,45.44,76.292,0.01,62.79,79.173,202.4,7.95949125289917,69.363,105.47,49.108
2015-06-24,45.44,76.434,0.01,62.241,78.815,200.94,7.9743804931640625,68.987,104.68,48.727
2015-06-25,45.45,76.33,0.01,62.223,77.981,200.33,7.95949125289917,68.285,104.36,48.67
2015-06-26,45.44,76.186,0.01,62.193,78.578,200.29,7.937147617340088,68.778,104.3,48.632
2015-06-29,45.45,76.572,0.02,60.283,77.274,196.09,7.989274978637695,67.708,102.11,47.289
2015-06-30,45.45,76.499,0.01,60.066,77.412,196.51,7.997479438781738,67.682,102.39,47.307
2015-07-01,45.45,76.314,0.01,60.454,78.649,198.08,7.967638969421387,68.795,103.04,47.54
2015-07-02,45.45,76.502,0.01,60.53,78.907,197.89,7.9825568199157715,68.968,102.91,47.654
2015-07-06,45.45,76.766,0.02,59.309,79.311,197.31,8.012397766113281,69.403,102.67,46.648
2015-07-07,45.44,76.841,0.02,59.328,80.64,198.57,8.027318954467773,70.491,103.21,46.506
2015-07-08,45.44,77.056,0.02,57.946,80.329,195.23,8.049699783325195,70.219,101.49,45.274
2015-07-09,45.44,76.803,0.03,58.903,80.053,195.58,8.004940032958984,69.883,101.7,45.98
2015-07-10,45.44,76.447,0.01,60.832,80.615,198.06,7.975097179412842,70.462,102.93,47.25
2015-07-13,45.44,76.267,0.02,61.059,80.696,200.24,7.960171699523926,70.562,104.11,47.455
2015-07-14,45.45,76.408,0.01,61.57,80.879,201.11,7.975097179412842,70.709,104.58,47.775
2015-07-15,45.44,76.622,0.02,61.342,81.007,201.04,7.99001932144165,70.825,104.44,47.493
2015-07-16,45.44,76.622,0.02,61.873,81.659,202.66,7.997479438781738,71.396,105.15,47.852
2015-07-17,45.45,76.632,0.03,61.788,81.311,202.83,7.997479438781738,71.143,105.18,47.756
2015-07-20,45.44,76.53,0.04,61.93,81.494,202.94,7.9825568199157715,71.224,105.19,47.804
2015-07-21,45.45,76.67,0.03,61.75,81.209,202.12,7.997479438781738,71.025,104.76,47.718
2015-07-22,45.44,76.698,0.04,61.277,81.566,201.76,8.004940032958984,71.333,104.6,47.297
2015-07-23,45.44,76.88,0.03,61.116,80.605,200.63,8.019858360290527,70.446,103.99,47.127
2015-07-24,45.45,76.929,0.04,60.444,80.998,198.55,8.019858360290527,70.743,102.89,46.534
2015-07-27,45.44,77.074,0.05,59.999,81.192,197.38,8.034778594970703,70.872,102.22,46.149
2015-07-28,45.44,76.946,0.05,60.757,81.301,199.82,8.019858360290527,70.916,103.44,46.687
2015-07-29,45.45,76.88,0.06,60.973,81.752,201.2,8.012397766113281,71.379,104.15,46.863
2015-07-30,45.45,76.909,0.07,60.927,81.393,201.25,8.019858360290527,71.025,104.24,46.789
2015-07-31,45.45,77.169,0.08,61.287,81.99,200.94,8.058734893798828,71.587,104.13,47.043
2015-08-03,45.45,77.351,0.08,61.126,82.411,200.26,8.07367992401123,72.032,103.75,46.789
2015-08-04,45.44,77.083,0.08,61.173,81.915,199.87,8.043778419494629,71.506,103.58,46.818
2015-08-05,45.44,76.963,0.08,61.495,81.522,200.52,8.028826713562012,71.035,103.92,47.088
2015-08-06,45.44,77.009,0.04,61.239,81.697,198.89,8.043778419494629,71.133,103.06,46.844
2015-08-07,45.44,77.168,0.06,61.126,82.09,198.51,8.058734893798828,71.396,102.77,46.808
2015-08-10,45.45,77.009,0.12,61.873,81.806,201.0,8.036304473876953,71.171,104.06,47.409
2015-08-11,45.44,77.304,0.1,60.927,82.419,199.18,8.07367992401123,71.642,103.11,46.601
2015-08-12,45.44,77.274,0.1,60.491,82.659,199.42,8.066204071044922,71.868,103.22,46.3
2015-08-13,45.44,77.112,0.1,60.454,82.825,199.17,8.043778419494629,71.949,103.07,46.178
2015-08-14,45.43,77.083,0.09,60.548,83.227,199.91,8.043778419494629,72.34,103.47,46.224
2015-08-17,45.43,77.227,0.1,60.435,83.999,201.02,8.051257133483887,72.956,104.14,46.141
2015-08-18,45.44,77.083,0.07,59.981,84.201,200.43,8.036304473876953,73.155,103.86,45.784
2015-08-19,45.45,77.36,0.05,59.451,83.666,198.86,8.066204071044922,72.72,102.93,45.322
2015-08-20,45.44,77.426,0.02,58.013,83.109,194.71,8.07367992401123,72.185,100.7,44.308
2015-08-21,45.44,77.546,0.03,56.688,81.613,188.66,8.088631629943848,70.843,97.795,43.245
2015-08-24,45.44,77.528,0.06,54.73,77.585,180.94,8.088631629943848,67.527,93.87,41.677
2015-08-25,45.44,77.274,0.07,55.25,75.54,178.76,8.058734893798828,65.671,92.748,41.995
2015-08-26,45.45,76.944,0.06,56.556,77.622,185.61,8.028826713562012,67.444,96.115,43.096
2015-08-27,45.44,77.045,0.06,57.246,79.156,190.22,8.028826713562012,68.752,98.445,43.902
2015-08-28,45.45,77.083,0.06,57.162,78.998,190.23,8.028826713562012,68.651,98.524,43.865
2015-08-31,45.45,76.982,0.08,56.737,77.145,188.7,8.030325889587402,67.084,97.775,43.545
2015-09-01,45.45,77.167,0.03,54.834,75.65,183.07,8.052801132202148,65.807,94.911,42.088
2015-09-02,45.44,77.111,0.03,55.648,76.465,186.53,8.037824630737305,66.484,96.698,42.709
2015-09-03,45.45,77.167,0.02,55.78,76.64,186.67,8.052801132202148,66.668,96.814,42.757
2015-09-04,45.44,77.359,0.02,54.503,75.082,183.83,8.067780494689941,65.425,95.439,41.721
2015-09-08,45.44,77.167,0.06,56.101,76.246,188.46,8.037824630737305,66.413,97.843,42.944
2015-09-09,45.44,77.147,0.03,55.875,75.329,185.93,8.045306205749512,65.651,96.509,42.767
2015-09-10,45.43,76.99,0.02,56.244,75.52,186.96,8.037824630737305,65.797,97.008,43.039
2015-09-11,45.44,77.147,0.04,56.234,77.017,187.79,8.045306205749512,67.057,97.446,43.02
2015-09-14,45.44,77.167,0.07,55.808,77.007,187.12,8.045306205749512,67.094,97.076,42.805
2015-09-15,45.43,76.847,0.07,56.187,77.824,189.43,8.007855415344238,67.754,98.297,43.086
2015-09-16,45.43,76.799,0.06,57.048,78.705,191.08,8.007855415344238,68.478,99.135,43.809
2015-09-17,45.43,77.236,0.01,57.075,79.574,190.66,8.045306205749512,69.259,98.998,43.847
2015-09-18,45.43,77.454,-0.01,55.648,79.414,187.63,8.075274467468262,69.141,97.427,42.822
2015-09-21,45.44,77.167,0.01,55.619,80.089,188.51,8.045306205749512,69.729,97.815,42.86
2015-09-22,45.44,77.312,-0.01,54.294,79.072,186.06,8.067780494689941,68.852,96.509,41.854
2015-09-23,45.43,77.312,0.01,54.039,79.628,185.76,8.060287475585938,69.283,96.315,41.6
2015-09-24,45.43,77.34,0.01,53.889,78.933,185.1,8.067780494689941,68.632,95.97,41.478
2015-09-25,45.43,77.196,-0.01,54.361,79.339,185.05,8.052801132202148,68.906,95.779,41.756
2015-09-28,45.44,77.397,0.01,53.291,78.11,180.41,8.075274467468262,67.836,93.212,40.868
2015-09-29,45.44,77.454,0.01,53.217,79.146,180.52,8.08276081085205,68.559,93.192,40.955
2015-09-30,45.43,77.603,-0.01,54.229,79.757,183.87,8.091024398803711,69.136,94.923,41.87
2015-10-01,45.44,77.644,-0.02,54.399,80.138,184.36,8.09852409362793,69.474,95.115,41.964
2015-10-02,45.44,77.942,0.0,55.327,80.886,187.12,8.121037483215332,69.978,96.499,42.806
2015-10-05,45.43,77.635,0.01,56.423,82.171,190.44,8.09852409362793,71.158,98.277,43.684
2015-10-06,45.43,77.741,0.0,56.49,81.988,189.79,8.10602855682373,70.994,97.961,43.674
2015-10-07,45.43,77.741,0.0,57.199,82.959,191.33,8.09852409362793,71.807,98.839,44.4
2015-10-08,45.43,77.617,-0.01,57.653,83.69,193.06,8.083518981933594,72.411,99.7,44.712
2015-10-09,45.43,77.607,0.01,57.757,83.524,193.18,8.083518981933594,72.293,99.84,44.837
2015-10-13,45.43,77.79,0.01,56.916,83.431,192.15,8.10602855682373,72.239,99.125,43.909
2015-10-14,45.43,78.071,0.0,57.029,82.738,191.21,8.1360502243042,71.699,98.621,44.155
2015-10-15,45.43,77.923,0.01,58.003,83.93,194.16,8.121037483215332,72.678,100.11,44.94
2015-10-16,45.43,77.894,0.01,57.956,84.494,195.03,8.113533020019531,73.227,100.49,44.922
2015-10-19,45.43,77.894,0.02,57.757,85.809,195.13,8.113533020019531,74.252,100.6,44.62
2015-10-20,45.42,77.771,0.02,57.52,85.755,194.87,8.09852409362793,74.226,100.49,44.591
2015-10-21,45.43,77.913,0.01,57.493,85.42,193.68,8.113533020019531,73.949,99.7,44.382
2015-10-22,45.43,78.042,0.0,58.136,86.134,196.94,8.121037483215332,74.599,101.16,45.042
2015-10-23,45.43,77.848,0.01,58.713,85.154,199.11,8.10602855682373,73.876,102.22,45.373
2015-10-26,45.42,77.932,0.02,58.495,85.154,198.63,8.113533020019531,73.857,101.98,45.128
2015-10-27,45.42,77.951,0.03,57.985,85.319,198.24,8.121037483215332,73.833,101.65,44.712
2015-10-28,45.42,77.731,0.04,58.363,85.274,200.49,8.09852409362793,73.895,102.97,44.948
2015-10-29,45.42,77.458,0.07,57.936,85.236,200.38,8.068503379821777,73.795,102.81,44.552
2015-10-30,45.42,77.626,0.08,57.814,84.373,199.51,8.091814041137695,73.117,102.44,44.486
2015-11-02,45.42,77.475,0.08,58.363,86.142,201.87,8.084295272827148,74.673,103.78,44.968
2015-11-03,45.43,77.343,0.06,58.345,85.198,202.46,8.069255828857422,73.923,104.04,45.128
2015-11-04,45.42,77.391,0.05,58.023,84.894,201.84,8.06173038482666,73.592,103.78,44.864
2015-11-05,45.42,77.247,0.05,57.919,85.163,201.63,8.06173038482666,73.886,103.67,44.684
2015-11-06,45.42,76.944,0.08,57.653,82.513,201.53,8.024133682250977,71.589,103.69,44.42
2015-11-09,45.43,76.877,0.14,57.058,81.135,199.65,8.01661205291748,70.364,102.67,43.948
2015-11-10,45.42,76.962,0.13,57.02,82.144,200.12,8.024133682250977,71.168,102.87,43.835
2015-11-12,45.43,76.981,0.14,56.565,81.785,196.57,8.024133682250977,70.766,100.91,43.495
2015-11-13,45.42,77.121,0.13,56.091,80.783,194.35,8.039172172546387,69.959,99.85,43.069
2015-11-16,45.43,77.121,0.15,56.802,81.635,197.28,8.039172172546387,70.766,101.3,43.664
2015-11-17,45.42,77.208,0.14,56.953,81.664,197.14,8.039172172546387,70.766,101.17,43.757
2015-11-18,45.42,77.168,0.12,57.474,82.441,200.29,8.039172172546387,71.387,102.78,44.165
2015-11-19,45.43,77.276,0.11,57.767,82.831,200.11,8.054215431213379,71.607,102.67,44.39
2015-11-20,45.42,77.256,0.11,57.634,83.765,200.84,8.046696662902832,72.503,103.09,44.39
2015-11-23,45.43,77.286,0.14,57.275,83.912,200.61,8.046696662902832,72.659,102.98,43.986
2015-11-24,45.42,77.314,0.16,57.284,83.469,200.88,8.046696662902832,72.275,103.26,44.07
2015-11-25,45.42,77.323,0.19,57.417,83.847,200.85,8.046696662902832,72.569,103.34,44.07
2015-11-27,45.43,77.362,0.17,57.426,84.605,201.08,8.054215431213379,73.199,103.49,43.882
2015-11-30,45.43,77.323,0.22,57.379,83.857,200.25,8.070037841796875,72.659,103.04,43.9
2015-12-01,45.42,77.614,0.21,57.985,85.069,202.15,8.100176811218262,73.665,104.02,44.353
2015-12-02,45.42,77.519,0.21,57.369,83.283,200.09,8.092644691467285,72.166,102.92,43.872
2015-12-03,45.43,76.922,0.21,57.095,82.043,197.27,8.039900779724121,71.031,101.4,43.674
2015-12-04,45.43,77.225,0.22,57.558,83.736,201.14,8.054969787597656,72.385,103.26,44.023
2015-12-07,45.43,77.359,0.29,57.189,83.494,199.91,8.070037841796875,72.183,102.46,43.579
2015-12-08,45.42,77.378,0.27,56.348,83.479,198.58,8.070037841796875,72.12,101.84,42.927
2015-12-09,45.41,77.35,0.26,56.091,82.959,197.02,8.070037841796875,71.717,100.96,42.806
2015-12-10,45.42,77.34,0.24,56.101,82.274,197.53,8.062503814697266,71.204,101.26,42.738
2015-12-11,45.43,77.546,0.22,55.033,82.301,193.71,8.092644691467285,71.076,99.274,41.842
2015-12-14,45.43,77.185,0.26,55.118,82.7,194.7,8.054969787597656,71.405,99.63,41.992
2015-12-15,45.42,77.099,0.25,55.392,83.69,196.74,8.03236198425293,72.183,100.69,42.322
2015-12-16,45.43,77.014,0.27,56.508,85.264,199.61,8.024824142456055,73.592,102.16,43.182
2015-12-17,45.42,77.175,0.23,55.79,84.837,196.58,8.047431945800781,73.227,100.65,42.567
2015-12-18,45.43,77.35,0.19,55.204,83.832,193.06,8.054969787597656,72.377,98.938,42.256
2015-12-21,45.42,77.263,0.24,55.459,84.122,194.67,8.054969787597656,72.659,99.73,42.549
2015-12-22,45.42,77.155,0.21,55.88,84.402,196.44,8.042896270751953,72.953,100.62,42.834
2015-12-23,45.42,77.165,0.2,56.814,85.308,198.87,8.035350799560547,73.704,101.88,43.557
2015-12-24,45.425,77.225,0.2,56.719,85.346,198.54,8.042896270751953,73.704,101.76,43.482
2015-12-28,45.42,77.225,0.23,56.585,85.834,198.08,8.042896270751953,74.112,101.54,43.321
2015-12-29,45.42,76.986,0.23,57.148,86.748,200.19,8.012716293334961,74.9,102.63,43.702
2015-12-30,45.43,77.033,0.21,56.805,86.46,198.78,8.012716293334961,74.64,101.85,43.349
2015-12-31,45.42,77.185,0.16,56.041,85.702,196.79,8.044473648071289,73.99,100.85,42.949
2016-01-04,45.43,77.15,0.22,55.182,84.626,194.03,8.059591293334961,73.1,99.354,42.206
2016-01-05,45.43,77.244,0.2,55.096,86.23,194.37,8.052031517028809,74.51,99.58,42.131
2016-01-06,45.41,77.586,0.21,54.189,85.926,191.91,8.082276344299316,74.306,98.248,41.416
2016-01-07,45.42,77.596,0.2,53.063,84.347,187.29,8.08983039855957,72.859,95.831,40.559
2016-01-08,45.42,77.692,0.2,52.424,83.158,185.25,8.104959487915039,71.884,94.739,40.082
2016-01-11,45.42,77.37,0.21,52.644,83.626,185.42,8.082276344299316,72.291,94.681,40.17
2016-01-12,45.43,77.566,0.21,52.892,83.12,186.93,8.104959487915039,71.808,95.327,40.264
2016-01-13,45.42,77.761,0.22,52.071,82.054,182.27,8.120071411132812,70.78,92.872,39.712
2016-01-14,45.41,77.683,0.25,52.739,81.764,185.22,8.104959487915039,70.63,94.295,40.244
2016-01-15,45.41,77.809,0.23,50.83,81.231,181.22,8.120071411132812,70.129,92.35,38.693
2016-01-19,45.42,77.702,0.26,51.298,81.811,181.51,8.112521171569824,70.502,92.214,39.151
2016-01-20,45.42,77.79,0.26,50.134,79.398,179.19,8.120071411132812,68.608,91.305,38.189
2016-01-21,45.43,77.741,0.28,50.506,79.866,180.2,8.112521171569824,68.988,91.665,38.512
2016-01-22,45.41,77.712,0.3,51.995,81.971,183.89,8.104959487915039,70.909,93.617,39.665
2016-01-25,45.42,77.731,0.31,51.298,81.464,181.11,8.112521171569824,70.463,92.089,38.999
2016-01-26,45.41,77.828,0.31,52.214,83.223,183.57,8.112521171569824,71.94,93.483,39.75
2016-01-27,45.42,77.828,0.32,51.88,81.541,181.58,8.112521171569824,70.547,92.418,39.54
2016-01-28,45.42,77.885,0.34,52.033,80.754,182.55,8.120071411132812,70.008,92.786,39.817
2016-01-29,45.43,78.112,0.32,52.95,82.223,186.99,8.159475326538086,71.447,95.086,40.606
2016-02-01,45.41,77.955,0.35,52.892,82.326,186.92,8.144325256347656,71.568,95.106,40.434
2016-02-02,45.41,78.224,0.34,51.661,81.493,183.53,8.182204246520996,70.918,93.27,39.51
2016-02-03,45.42,78.281,0.33,52.091,82.111,184.65,8.167052268981934,71.391,93.83,40.017
2016-02-04,45.43,78.338,0.29,52.157,82.082,184.94,8.174623489379883,71.429,94.053,40.206
2016-02-05,45.43,78.262,0.29,51.355,80.475,181.42,8.174623489379883,70.074,92.118,39.665
2016-02-08,45.425,78.61,0.32,50.41,78.267,179.0,8.212503433227539,68.069,90.686,38.931
2016-02-09,45.43,78.585,0.3,49.819,76.798,178.99,8.204923629760742,66.816,90.572,38.426
2016-02-10,45.42,78.75,0.31,49.762,77.284,178.83,8.22008228302002,67.281,90.63,38.416
2016-02-11,45.425,78.799,0.28,49.036,75.983,176.49,8.227654457092285,66.325,89.507,37.827
2016-02-12,45.42,78.537,0.29,49.895,76.825,180.14,8.189770698547363,67.087,91.249,38.456
2016-02-16,45.42,78.425,0.3,50.907,78.21,183.18,8.174623489379883,68.321,92.911,39.255
2016-02-17,45.42,78.405,0.3,51.785,78.93,186.18,8.167052268981934,68.903,94.448,40.017
2016-02-18,45.43,78.673,0.3,51.518,79.686,185.4,8.189770698547363,69.6,94.072,39.845
2016-02-19,45.43,78.565,0.3,51.46,80.259,185.32,8.189770698547363,69.999,94.092,39.702
2016-02-22,45.43,78.585,0.33,52.043,81.054,188.01,8.189770698547363,70.668,95.465,40.15
2016-02-23,45.42,78.635,0.32,51.193,80.856,185.62,8.197355270385742,70.482,94.314,39.55
2016-02-24,45.43,78.692,0.33,51.011,80.754,186.5,8.197355270385742,70.399,94.797,39.456
2016-02-25,45.42,78.808,0.32,51.622,82.242,188.74,8.212503433227539,71.838,95.918,39.863
2016-02-26,45.42,78.731,0.32,51.489,81.849,188.31,8.189770698547363,71.466,95.841,39.75
2016-02-29,45.43,78.779,0.33,51.184,81.522,186.83,8.21330738067627,71.188,95.076,39.607
2016-03-01,45.425,78.514,0.33,52.52,84.009,191.28,8.182944297790527,73.192,97.34,40.731
2016-03-02,45.42,78.468,0.35,52.882,84.682,192.09,8.182944297790527,73.722,97.882,41.121
2016-03-03,45.43,78.504,0.27,53.398,85.019,192.83,8.198126792907715,74.112,98.365,41.559
2016-03-04,45.43,78.468,0.28,53.789,85.131,193.45,8.182944297790527,74.122,98.71,41.997
2016-03-07,45.43,78.449,0.32,53.721,85.385,193.61,8.175350189208984,74.315,98.899,41.939
2016-03-08,45.42,78.707,0.29,53.197,84.459,191.5,8.205716133117676,73.554,97.676,41.358
2016-03-09,45.43,78.57,0.3,53.398,84.849,192.45,8.19053840637207,73.962,98.157,41.655
2016-03-10,45.43,78.532,0.31,53.312,84.523,192.61,8.175350189208984,73.694,98.127,41.578
2016-03-11,45.42,78.43,0.32,54.706,86.451,195.71,8.167760848999023,75.344,99.79,42.643
2016-03-14,45.42,78.6,0.34,54.59,86.441,195.45,8.175350189208984,75.354,99.67,42.416
2016-03-15,45.42,78.524,0.34,54.076,86.574,195.13,8.175350189208984,75.392,99.334,41.95
2016-03-16,45.43,78.833,0.31,54.553,87.526,196.28,8.205716133117676,76.301,99.96,42.523
2016-03-17,45.42,79.004,0.29,54.972,88.872,197.51,8.21330738067627,77.376,100.71,42.982
2016-03-18,45.42,79.069,0.29,54.877,88.367,198.29,8.228489875793457,77.044,101.17,42.915
2016-03-21,45.43,78.93,0.31,54.791,87.498,198.58,8.21330738067627,76.348,101.27,42.963
2016-03-22,45.425,78.91,0.3,54.696,87.441,198.47,8.205716133117676,76.348,101.24,42.876
2016-03-23,45.42,79.079,0.3,54.142,86.922,197.15,8.236079216003418,75.934,100.41,42.323
2016-03-24,45.43,78.984,0.29,53.78,86.874,197.06,8.228489875793457,75.963,100.38,42.093
2016-03-28,45.43,79.021,0.29,54.103,87.706,197.18,8.228489875793457,76.648,100.45,42.37
2016-03-29,45.43,79.351,0.23,54.686,89.635,199.01,8.266448020935059,78.308,101.57,42.811
2016-03-30,45.43,79.322,0.2,55.096,89.426,199.88,8.258852005004883,78.157,101.95,43.24
2016-03-31,45.43,79.469,0.21,54.553,89.975,199.39,8.29079818725586,78.637,101.88,42.906
2016-04-01,45.43,79.562,0.23,53.97,89.957,200.77,8.2984037399292,78.535,102.48,42.477
2016-04-04,45.43,79.562,0.23,53.855,89.72,200.1,8.2984037399292,78.421,102.05,42.294
2016-04-05,45.44,79.707,0.23,52.796,89.153,198.11,8.321224212646484,77.905,101.06,41.559
2016-04-06,45.44,79.67,0.23,53.656,89.351,200.27,8.306014060974121,78.093,102.17,42.199
2016-04-07,45.43,79.931,0.23,52.872,88.82,197.87,8.328829765319824,77.605,100.94,41.549
2016-04-08,45.44,79.863,0.23,53.885,89.294,198.41,8.321224212646484,78.037,101.24,42.4
2016-04-11,45.43,79.853,0.23,53.912,88.982,197.94,8.321224212646484,77.878,100.95,42.477
2016-04-12,45.43,79.727,0.22,54.714,89.682,199.78,8.306014060974121,78.439,101.93,43.182
2016-04-13,45.44,79.777,0.23,55.583,89.257,201.79,8.313616752624512,78.093,103.13,43.823
2016-04-14,45.44,79.707,0.22,55.764,88.642,201.8,8.2984037399292,77.661,103.09,43.774
2016-04-15,45.43,79.893,0.22,55.64,89.323,201.57,8.321224212646484,78.244,103.04,43.67
2016-04-18,45.44,79.863,0.22,56.118,89.682,203.02,8.313616752624512,78.619,103.73,44.005
2016-04-19,45.44,79.913,0.21,57.091,89.72,203.64,8.313616752624512,78.657,104.02,44.807
2016-04-20,45.44,79.689,0.23,57.138,88.188,203.83,8.29079818725586,77.323,104.13,44.71
2016-04-21,45.43,79.592,0.23,56.805,86.712,202.77,8.283198356628418,75.944,103.62,44.425
2016-04-22,45.44,79.562,0.23,56.824,87.622,202.76,8.275588989257812,76.733,103.76,44.395
2016-04-25,45.43,79.467,0.25,56.538,88.386,202.4,8.275588989257812,77.409,103.51,44.177
2016-04-26,45.44,79.354,0.24,56.739,88.707,202.71,8.260370254516602,77.709,103.78,44.357
2016-04-27,45.44,79.632,0.24,56.776,88.519,203.12,8.283198356628418,77.661,104.06,44.491
2016-04-28,45.44,79.737,0.22,56.003,88.302,201.31,8.306014060974121,77.502,103.11,43.976
2016-04-29,45.45,79.795,0.22,55.764,87.3,200.18,8.322013854980469,76.789,102.51,43.833
2016-05-02,45.44,79.655,0.22,56.289,88.85,201.78,8.306777000427246,77.981,103.29,44.109
2016-05-03,45.45,79.877,0.21,55.364,88.934,200.01,8.329635620117188,78.103,102.26,43.23
2016-05-04,45.44,79.907,0.19,54.724,90.25,198.91,8.337257385253906,79.22,101.66,42.733
2016-05-05,45.44,80.048,0.2,54.61,90.525,198.88,8.352499008178711,79.444,101.63,42.677
2016-05-06,45.45,80.009,0.19,54.762,91.469,199.59,8.337257385253906,80.317,101.99,42.793
2016-05-09,45.45,80.058,0.24,54.648,92.386,199.75,8.344876289367676,81.199,102.1,42.561
2016-05-10,45.45,80.068,0.24,55.43,92.501,202.24,8.344876289367676,81.19,103.32,43.26
2016-05-11,45.43,80.088,0.26,54.953,90.25,200.35,8.352499008178711,79.434,102.37,42.973
2016-05-12,45.43,80.098,0.27,54.935,90.77,200.42,8.344876289367676,79.914,102.31,42.973
2016-05-13,45.43,80.182,0.28,54.372,89.824,198.67,8.360118865966797,79.202,101.45,42.39
2016-05-16,45.43,80.009,0.28,55.02,90.778,200.63,8.337257385253906,79.951,102.46,43.011
2016-05-17,45.43,79.935,0.28,54.619,89.067,198.76,8.329635620117188,78.469,101.53,42.686
2016-05-18,45.44,79.576,0.3,54.639,87.745,198.82,8.29153060913086,77.239,101.53,42.619
2016-05-19,45.43,79.665,0.3,54.247,86.76,198.12,8.299153327941895,76.376,101.13,42.294
2016-05-20,45.44,79.665,0.32,54.696,87.488,199.36,8.299153327941895,76.986,101.9,42.637
2016-05-23,45.45,79.683,0.35,54.515,87.46,199.09,8.299153327941895,76.996,101.78,42.485
2016-05-24,45.43,79.645,0.35,55.307,88.471,201.66,8.29153060913086,77.952,103.14,43.058
2016-05-25,45.44,79.616,0.33,55.889,88.471,203.05,8.283916473388672,77.944,103.88,43.508
2016-05-26,45.44,79.751,0.3,56.041,88.633,203.11,8.306777000427246,78.103,103.86,43.613
2016-05-27,45.45,79.721,0.31,55.985,89.021,203.94,8.29153060913086,78.526,104.33,43.508
2016-05-31,45.45,79.804,0.34,55.716,89.031,203.58,8.323604583740234,78.516,104.29,43.402
2016-06-01,45.45,79.818,0.3,55.669,88.991,204.0,8.323604583740234,78.58,104.57,43.412
2016-06-02,45.44,79.97,0.28,55.669,89.381,204.64,8.338881492614746,78.985,104.91,43.499
2016-06-03,45.455,80.472,0.29,56.041,89.644,204.01,8.384697914123535,79.285,104.61,43.89
2016-06-06,45.46,80.349,0.28,56.347,88.803,205.06,8.369423866271973,78.693,105.16,44.214
2016-06-07,45.46,80.359,0.28,56.756,89.238,205.36,8.377056121826172,79.173,105.37,44.587
2016-06-08,45.46,80.454,0.24,56.872,89.795,206.04,8.384697914123535,79.679,105.74,44.75
