,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,9948.969325145226,9977.57116793449,9977.7109920133,9978.024213207427,9978.343892645411,9978.66357208174,9978.983251518279,9979.302930955171,9979.622610390803,9979.942289831279,9980.261969265675,9980.581648701203,9980.901328138918,9981.221007574444,9981.540687009485,9981.86036644758,9982.180045885454,9982.49972532098,9982.819404760521,9983.139084196046,9983.458763633655,9983.778443067364,9984.098122505406,9984.417801942582,9984.73748137667,9985.057160818289,9985.376840254823,9985.696519692752,9987.40699615355,9986.335878563807,9986.403240966858,9986.326449476217,9986.380953077973,9986.435456679657,9989.44135255842,9986.544463883127,9986.59896748374,9986.653471085492,9986.707974686073,9986.762478287823,9986.816981889575,9986.972247062871,9987.13646205875,9987.300677054629,9987.464892050508,9990.790284236973,9987.824299463395,9987.997313962196,9988.121804837192,9982.627921667729,9987.170959475072
1,9966.633831610108,9982.971571021653,9983.206677521734,9983.802906096305,9984.437427842313,9985.071949591125,9985.706471338375,9986.340993083839,9986.975514830214,9987.610036574439,9988.2445583277,9988.879080074266,9989.513601821925,9990.14812356849,9990.782645318264,9991.417167062898,9992.051688810283,9992.686210556849,9993.320732306258,9993.95525405282,9994.589775800667,9995.224297545486,9995.858819290219,9996.49334104118,9997.12786278297,9997.762384533662,9998.396906288111,9999.031428035405,9996.695758318587,10000.300471528535,10000.802094029372,10001.427293983235,10002.269619317745,10003.111944652654,9999.951739699582,10004.79659532187,10005.638920663387,10006.481245997897,10007.323571339613,10008.16589667412,10009.00822200863,10009.229634398303,10009.395896192258,10009.562157986215,10009.72841978017,10006.640910797878,10009.915062884389,10009.763891969478,10010.393508292851,10017.372078332297,9993.598564970933
2,9960.74596289499,9979.999657457585,9982.092080212598,9983.576015652454,9984.943617991663,9986.311220337955,9987.678822680633,9989.046425019274,9990.41402736069,9991.781629694426,9993.149232051555,9994.516834393387,9995.884436736353,9997.252039078185,9998.619641427384,9999.987243763397,10001.354846105804,10002.722448447634,10004.090050793131,10005.45765313496,10006.825255478343,10008.192857817648,10009.560460153933,10010.928062504412,10012.295664836758,10013.663267183807,10015.030869542217,10016.398471884479,10008.152863175099,10019.133676568143,10020.343596136292,10021.7563075324,10023.468295839628,10025.180284147773,10013.90063039372,10028.604260762688,10030.316249085961,10032.028237393188,10033.740225716923,10035.452214024148,10037.164202331376,10037.454692753467,10037.618923196876,10037.783153640288,10037.947384083698,10026.610085694188,10037.932292764124,10037.348639033966,10038.604144702236,9921.036007580557,9974.425929983698
3,9988.223796197519,9999.585378804137,10001.985339950184,10004.633163787841,10007.29804105969,10009.962918343488,10012.627795621527,10015.292672893476,10017.957550170759,10020.62242743195,10023.287304733498,10025.95218201134,10028.617059288983,10031.281936566824,10033.946813856222,10036.611691122866,10039.276568399917,10041.941445677761,10044.606322956912,10047.271200234753,10049.936077512953,10052.600954789292,10055.265832056457,10057.930709345692,10060.595586611023,10063.260463890534,10065.925341191918,10068.590218468937,10047.57180356991,10073.919973024622,10076.532629236135,10079.149076103287,10081.817642018266,10084.486207934671,10055.905340794117,10089.823339765337,10092.491905705314,10095.16047162029,10097.829037560985,10100.497603475958,10103.166169390934,10103.6199598166,10103.877029931262,10104.134100045925,10104.391170160587,10075.057278092292,10104.340405402345,10103.35053898038,10105.41925993311,10037.902716361346,10014.621057654627
4,10003.925462073843,10008.13004264062,10011.287073800277,10014.922584314383,10018.598453352392,10022.274322408202,10025.950191455691,10029.626060494302,10033.301929541063,10036.977798562815,10040.65366764483,10044.329536692447,10048.005405738866,10051.681274786482,10055.357143850824,10059.033012881371,10062.708881926847,10066.384750974463,10070.060620022343,10073.736489069955,10077.41235811723,10081.088227163391,10084.764096194704,10088.439965257938,10092.115834288223,10095.791703335759,10099.467572416665,10103.143441462053,10072.555548390017,10110.495179557285,10114.20473365083,10118.017058456011,10121.873812753769,10125.730567053595,10083.777097055941,10133.444075650139,10137.300829984137,10141.15758428189,10145.014338616927,10148.871092914678,10152.727847212433,10153.37413157542,10153.735256270038,10154.09638096466,10154.457505659278,10111.240845671111,10154.358490403962,10152.944872093172,10155.901740104748,10074.226152874306,10033.484786638692
5,9943.081083880461,9987.205914019745,9990.024152840073,9993.732145608832,9997.533952510266,10001.33575942467,10005.137566332149,10008.93937323267,10012.741180138568,10016.54298702917,10020.344793963328,10024.146600869719,10027.948407777936,10031.750214684325,10035.552021604422,10039.353828499421,10043.155635407289,10046.957442313682,10050.759249225057,10054.561056131446,10058.362863040154,10062.164669943388,10065.966476839018,10069.768283760803,10073.570090650815,10077.371897564506,10081.173704500352,10084.975511408362,10057.837427325716,10092.579125221144,10096.058971173463,10099.164332176559,10102.295915075461,10105.427497976045,10069.626363540197,10111.69066377469,10114.822246703028,10117.953829601931,10121.085412531114,10124.216995430013,10127.348578328916,10127.872465807164,10128.164733124979,10128.457000442795,10128.74926776061,10092.322345862825,10128.665001521651,10127.370247688648,10129.918170379273,10078.96399241947,10026.164489840268
6,9850.833352883046,9950.624195249633,9953.94189353587,9958.969639230998,9964.19874798891,9969.427856760249,9974.656965523336,9979.886074278445,9985.115183038291,9990.34429178657,9995.573400579276,10000.802509339523,10006.031618105368,10011.260726865614,10016.489835642049,10021.718944392103,10026.94805315787,10032.177161918116,10037.406270690442,10042.635379450687,10047.864488216932,10053.093596970699,10058.322705721474,10063.55181450319,10068.780923241162,10074.010032019487,10079.239140817477,10084.468249583562,10053.14341449983,10094.926467104055,10099.363283640598,10102.999783246774,10106.790713326172,10110.581643407542,10070.604835237807,10118.163503567324,10121.954433681274,10125.74536376067,10129.536293875613,10133.327223955006,10137.118154034404,10137.848059082931,10138.306078426123,10138.764097769319,10139.222117112511,10099.142134790287,10139.361121075706,10137.835670453,10141.05410670369,10118.445988629179,10013.8146872298
7,9888.124844093036,9977.954244155706,9981.935097347807,9988.042812525984,9994.41485432218,10000.786896134283,10007.158937937082,10013.530979731184,10019.9030215316,10026.275063314904,10032.64710515169,10039.019146952474,10045.391188757447,10051.76323055823,10058.13527237709,10064.507314164353,10070.87935596948,10077.25139777027,10083.623439580011,10089.995481380793,10096.367523186134,10102.739564982152,10109.111606770308,10115.483648592832,10121.855690371138,10128.227732185434,10134.599774025879,10140.971815831535,10097.304707413181,10153.715899433104,10159.411825143081,10163.94600610251,10168.256875123432,10172.567744146552,10116.119458053436,10181.189482189497,10185.500351248862,10189.811220269783,10194.122089330252,10198.432958351172,10202.743827372095,10203.64918918018,10204.252067760835,10204.854946341495,10205.45782492215,10148.034155734083,10205.766599612729,10204.09771135569,10207.86914809817,10192.672141503483,10051.039163797315
8,9911.677438358658,9991.298805220587,9995.835255006097,10002.320977032534,10009.04180038514,10015.762623755034,10022.483447115152,10029.20427046615,10035.925093824348,10042.645917162265,10049.366740558658,10056.087563917255,10062.808387279067,10069.529210637664,10076.250034015242,10082.97085735847,10089.69168072045,10096.41250407905,10103.133327444704,10109.854150803298,10116.574974165507,10123.295797520266,10130.016620864462,10136.737444244685,10143.458267580854,10150.17909095012,10156.89991434916,10163.620737711713,10115.237652230393,10177.06238442891,10183.204011062055,10188.116555272989,10192.664344373137,10197.212133475596,10134.258892299144,10206.30771167705,10210.855500817568,10215.403289917716,10219.951079059396,10224.498868159542,10229.046657259692,10230.01819281453,10230.672079148011,10231.325965481494,10231.979851814975,10167.647606239674,10232.335273285293,10230.60755664327,10234.595116508706,10189.513581806706,10062.423910909078
9,9880.274009838082,9977.607870423792,9981.963289526902,9988.056083572526,9994.353009184728,10000.649934810219,10006.94686042743,10013.243786037216,10019.54071165205,10025.837637253835,10032.134562900268,10038.431488515285,10044.728414135137,10051.025339750153,10057.322265381099,10063.619190985202,10069.9161166055,10076.21304222052,10082.509967845132,10088.806893460145,10095.10381908018,10101.400744690442,10107.697670295356,10113.994595930511,10120.29152152502,10126.588447154652,10132.885372805289,10139.18229842622,10096.67633861978,10151.776149656254,10157.32278661927,10161.512172876131,10165.403269835002,10169.294366795799,10114.884365969041,10177.076560714502,10180.96765770706,10184.85875466593,10188.749851659457,10192.640948618322,10196.532045577194,10197.43876018319,10198.080396623276,10198.722033063363,10199.363669503447,10143.993645846693,10199.848998350166,10198.400187278086,10201.929972804559,10148.452305748584,10044.44840003875
